No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,station_type,season,AQI_Category
33748,2017,1,5,3,171.0,171.0,8.0,111.0,4700.0,2.0,0.1,1025.8,-1.3,0.0,NE,0.9,Guanyuan,2017-01-05 03:00:00,Urban,Winter,Very Unhealthy
33749,2017,1,5,4,188.0,188.0,9.0,107.0,4300.0,2.0,0.3,1025.7,-1.3,0.0,NNE,1.4,Guanyuan,2017-01-05 04:00:00,Urban,Winter,Very Unhealthy
33750,2017,1,5,5,262.0,344.0,10.0,122.0,6200.0,2.0,0.5,1025.9,-1.1,0.0,NNE,2.2,Guanyuan,2017-01-05 05:00:00,Urban,Winter,Hazardous
33751,2017,1,5,6,326.0,393.0,9.0,133.0,7300.0,2.0,0.1,1026.4,-1.5,0.0,NE,1.2,Guanyuan,2017-01-05 06:00:00,Urban,Winter,Hazardous
33752,2017,1,5,7,291.0,366.0,10.0,130.0,6900.0,2.0,0.4,1026.7,-1.4,0.0,NNE,1.4,Guanyuan,2017-01-05 07:00:00,Urban,Winter,Hazardous
33753,2017,1,5,8,278.0,320.0,12.0,126.0,6500.0,2.0,0.4,1027.6,-1.5,0.0,ENE,1.4,Guanyuan,2017-01-05 08:00:00,Urban,Winter,Hazardous
33754,2017,1,5,9,260.0,303.0,14.0,125.0,6200.0,2.0,0.5,1028.2,-1.6,0.0,NE,1.2,Guanyuan,2017-01-05 09:00:00,Urban,Winter,Hazardous
33755,2017,1,5,10,268.0,287.0,17.0,127.0,6600.0,2.0,1.0,1028.7,-1.6,0.0,ENE,1.3,Guanyuan,2017-01-05 10:00:00,Urban,Winter,Hazardous
33756,2017,1,5,11,255.0,255.0,15.0,125.0,6500.0,2.0,1.8,1028.5,-1.1,0.0,SE,0.4,Guanyuan,2017-01-05 11:00:00,Urban,Winter,Hazardous
33757,2017,1,5,12,232.0,232.0,17.0,117.0,5600.0,2.0,2.8,1027.6,-1.6,0.0,NE,0.9,Guanyuan,2017-01-05 12:00:00,Urban,Winter,Very Unhealthy
33758,2017,1,5,13,205.0,205.0,21.0,108.0,4500.0,2.0,3.3,1026.7,-2.2,0.0,ENE,1.2,Guanyuan,2017-01-05 13:00:00,Urban,Winter,Very Unhealthy
33759,2017,1,5,14,199.0,199.0,21.0,103.0,4000.0,23.0,3.8,1026.0,-3.7,0.0,NE,1.2,Guanyuan,2017-01-05 14:00:00,Urban,Winter,Very Unhealthy
33760,2017,1,5,15,183.0,183.0,25.0,108.0,4100.0,15.0,3.5,1026.1,-4.0,0.0,ENE,1.2,Guanyuan,2017-01-05 15:00:00,Urban,Winter,Very Unhealthy
33761,2017,1,5,16,195.0,195.0,25.0,114.0,4100.0,2.0,3.4,1026.3,-4.1,0.0,NE,0.7,Guanyuan,2017-01-05 16:00:00,Urban,Winter,Very Unhealthy
33762,2017,1,5,17,180.0,180.0,25.0,117.0,400.0,2.0,3.1,1026.1,-3.7,0.0,ENE,0.9,Guanyuan,2017-01-05 17:00:00,Urban,Winter,Very Unhealthy
33763,2017,1,5,18,171.0,186.0,23.0,119.0,400.0,2.0,1.9,1026.6,-3.6,0.0,ENE,0.6,Guanyuan,2017-01-05 18:00:00,Urban,Winter,Very Unhealthy
33764,2017,1,5,19,195.0,195.0,21.0,117.0,4300.0,2.0,2.2,1026.6,-3.7,0.0,NE,1.5,Guanyuan,2017-01-05 19:00:00,Urban,Winter,Very Unhealthy
33765,2017,1,5,20,215.0,215.0,20.0,120.0,4600.0,2.0,0.7,1026.4,-3.8,0.0,NE,1.1,Guanyuan,2017-01-05 20:00:00,Urban,Winter,Very Unhealthy
33766,2017,1,5,21,210.0,210.0,19.0,118.0,4500.0,2.0,-0.4,1026.3,-4.3,0.0,E,0.7,Guanyuan,2017-01-05 21:00:00,Urban,Winter,Very Unhealthy
33767,2017,1,5,22,201.0,201.0,19.0,120.0,4300.0,2.0,-1.5,1026.4,-4.7,0.0,WNW,0.2,Guanyuan,2017-01-05 22:00:00,Urban,Winter,Very Unhealthy
33768,2017,1,5,23,196.0,196.0,18.0,118.0,4600.0,2.0,-2.1,1026.2,-4.9,0.0,ESE,0.6,Guanyuan,2017-01-05 23:00:00,Urban,Winter,Very Unhealthy
33769,2017,1,6,0,199.0,199.0,17.0,114.0,4600.0,2.0,-2.3,1025.9,-4.5,0.0,SW,0.2,Guanyuan,2017-01-06 00:00:00,Urban,Winter,Very Unhealthy
33770,2017,1,6,1,184.0,184.0,22.0,112.0,4300.0,2.0,-2.9,1025.3,-4.9,0.0,ENE,0.2,Guanyuan,2017-01-06 01:00:00,Urban,Winter,Very Unhealthy
33771,2017,1,6,2,184.0,184.0,24.0,113.0,4200.0,2.0,-2.1,1025.2,-3.8,0.0,SE,0.2,Guanyuan,2017-01-06 02:00:00,Urban,Winter,Very Unhealthy
33772,2017,1,6,3,205.0,205.0,27.0,121.0,4600.0,2.0,-1.3,1025.1,-3.8,0.0,NE,0.0,Guanyuan,2017-01-06 03:00:00,Urban,Winter,Very Unhealthy
33773,2017,1,6,4,197.0,197.0,28.0,116.0,4500.0,2.0,-2.7,1024.6,-4.6,0.0,ENE,1.2,Guanyuan,2017-01-06 04:00:00,Urban,Winter,Very Unhealthy
33774,2017,1,6,5,179.0,179.0,29.0,112.0,4200.0,2.0,-2.8,1024.4,-4.2,0.0,ENE,1.3,Guanyuan,2017-01-06 05:00:00,Urban,Winter,Very Unhealthy
33775,2017,1,6,6,170.0,170.0,27.0,111.0,4200.0,2.0,-2.8,1024.3,-3.9,0.0,NNE,0.3,Guanyuan,2017-01-06 06:00:00,Urban,Winter,Very Unhealthy
33776,2017,1,6,7,179.0,179.0,27.0,108.0,4300.0,2.0,-2.1,1024.5,-3.2,0.0,NNW,0.0,Guanyuan,2017-01-06 07:00:00,Urban,Winter,Very Unhealthy
33777,2017,1,6,8,168.0,168.0,27.0,102.0,4200.0,2.0,-2.0,1024.6,-3.3,0.0,ENE,0.7,Guanyuan,2017-01-06 08:00:00,Urban,Winter,Very Unhealthy
33778,2017,1,6,9,169.0,169.0,28.0,101.0,4200.0,2.0,-0.2,1024.9,-2.4,0.0,E,1.1,Guanyuan,2017-01-06 09:00:00,Urban,Winter,Very Unhealthy
33779,2017,1,6,10,178.0,178.0,32.0,104.0,4100.0,2.0,1.1,1024.9,-2.8,0.0,E,0.9,Guanyuan,2017-01-06 10:00:00,Urban,Winter,Very Unhealthy
33780,2017,1,6,11,167.0,223.0,36.0,122.0,4600.0,2.0,2.6,1024.6,-3.3,0.0,E,1.2,Guanyuan,2017-01-06 11:00:00,Urban,Winter,Very Unhealthy
33781,2017,1,6,12,207.0,207.0,33.0,125.0,5200.0,2.0,3.5,1023.4,-3.3,0.0,ENE,2.0,Guanyuan,2017-01-06 12:00:00,Urban,Winter,Very Unhealthy
33782,2017,1,6,13,226.0,226.0,31.0,132.0,5200.0,2.0,4.0,1022.1,-3.3,0.0,ENE,2.0,Guanyuan,2017-01-06 13:00:00,Urban,Winter,Very Unhealthy
33783,2017,1,6,14,225.0,225.0,29.0,131.0,4700.0,5.0,4.5,1021.3,-3.3,0.0,ENE,1.3,Guanyuan,2017-01-06 14:00:00,Urban,Winter,Very Unhealthy
33784,2017,1,6,15,235.0,235.0,27.0,143.0,4500.0,2.0,4.9,1020.8,-3.2,0.0,ENE,0.5,Guanyuan,2017-01-06 15:00:00,Urban,Winter,Very Unhealthy
33785,2017,1,6,16,244.0,244.0,23.0,151.0,4400.0,2.0,4.2,1020.6,-3.3,0.0,ENE,1.2,Guanyuan,2017-01-06 16:00:00,Urban,Winter,Very Unhealthy
33786,2017,1,6,17,222.0,222.0,20.0,148.0,4200.0,2.0,3.0,1020.7,-3.4,0.0,NE,1.3,Guanyuan,2017-01-06 17:00:00,Urban,Winter,Very Unhealthy
33787,2017,1,6,18,220.0,220.0,18.0,148.0,4100.0,2.0,0.7,1021.1,-3.4,0.0,ENE,0.7,Guanyuan,2017-01-06 18:00:00,Urban,Winter,Very Unhealthy
33788,2017,1,6,19,215.0,216.0,19.0,141.0,3900.0,2.0,1.0,1021.3,-2.9,0.0,SW,0.0,Guanyuan,2017-01-06 19:00:00,Urban,Winter,Very Unhealthy
33789,2017,1,6,20,213.0,213.0,23.0,132.0,3700.0,2.0,1.5,1021.3,-2.8,0.0,NE,0.6,Guanyuan,2017-01-06 20:00:00,Urban,Winter,Very Unhealthy
33790,2017,1,6,21,222.0,222.0,21.0,122.0,3600.0,2.0,2.6,1021.2,-2.7,0.0,NNE,1.1,Guanyuan,2017-01-06 21:00:00,Urban,Winter,Very Unhealthy
33791,2017,1,6,22,207.0,207.0,22.0,128.0,400.0,2.0,2.0,1021.0,-2.9,0.0,ENE,0.7,Guanyuan,2017-01-06 22:00:00,Urban,Winter,Very Unhealthy
33792,2017,1,6,23,223.0,223.0,29.0,140.0,4600.0,2.0,2.4,1020.9,-2.9,0.0,NE,1.2,Guanyuan,2017-01-06 23:00:00,Urban,Winter,Very Unhealthy
33793,2017,1,7,0,227.0,227.0,31.0,139.0,4500.0,2.0,2.0,1020.5,-2.9,0.0,ENE,0.8,Guanyuan,2017-01-07 00:00:00,Urban,Winter,Very Unhealthy
33794,2017,1,7,1,229.0,229.0,31.0,134.0,4200.0,2.0,1.4,1020.2,-3.9,0.0,NE,1.3,Guanyuan,2017-01-07 01:00:00,Urban,Winter,Very Unhealthy
33795,2017,1,7,2,226.0,226.0,31.0,127.0,400.0,2.0,1.2,1020.4,-3.7,0.0,E,0.9,Guanyuan,2017-01-07 02:00:00,Urban,Winter,Very Unhealthy
33796,2017,1,7,3,218.0,218.0,31.0,116.0,3600.0,2.0,0.8,1020.2,-3.3,0.0,ESE,1.2,Guanyuan,2017-01-07 03:00:00,Urban,Winter,Very Unhealthy
33797,2017,1,7,4,214.0,214.0,28.0,111.0,3800.0,2.0,0.7,1020.0,-3.4,0.0,NE,0.6,Guanyuan,2017-01-07 04:00:00,Urban,Winter,Very Unhealthy
33798,2017,1,7,5,206.0,206.0,23.0,98.0,3500.0,2.0,1.0,1019.7,-3.5,0.0,E,0.7,Guanyuan,2017-01-07 05:00:00,Urban,Winter,Very Unhealthy
33799,2017,1,7,6,196.0,196.0,23.0,92.0,3300.0,2.0,0.8,1019.8,-3.0,0.0,ESE,0.8,Guanyuan,2017-01-07 06:00:00,Urban,Winter,Very Unhealthy
33800,2017,1,7,7,191.0,191.0,22.0,85.0,300.0,2.0,0.9,1020.1,-3.4,0.0,ESE,0.5,Guanyuan,2017-01-07 07:00:00,Urban,Winter,Very Unhealthy
33801,2017,1,7,8,188.0,188.0,20.0,85.0,300.0,2.0,1.5,1020.1,-3.2,0.0,NE,0.9,Guanyuan,2017-01-07 08:00:00,Urban,Winter,Very Unhealthy
33802,2017,1,7,9,183.0,183.0,21.0,87.0,3300.0,2.0,2.0,1020.9,-3.5,0.0,ENE,2.0,Guanyuan,2017-01-07 09:00:00,Urban,Winter,Very Unhealthy
33803,2017,1,7,10,181.0,181.0,22.0,86.0,300.0,2.0,2.1,1021.2,-3.6,0.0,NNE,1.0,Guanyuan,2017-01-07 10:00:00,Urban,Winter,Very Unhealthy
33804,2017,1,7,11,153.0,153.0,22.0,79.0,2800.0,2.0,2.6,1021.1,-3.3,0.0,ENE,1.8,Guanyuan,2017-01-07 11:00:00,Urban,Winter,Very Unhealthy
33805,2017,1,7,12,163.0,163.0,19.0,69.0,2400.0,7.0,2.1,1020.2,-1.3,0.0,ENE,1.7,Guanyuan,2017-01-07 12:00:00,Urban,Winter,Very Unhealthy
33806,2017,1,7,13,167.0,167.0,19.0,65.0,2200.0,14.0,1.7,1019.4,-0.2,0.0,NE,1.7,Guanyuan,2017-01-07 13:00:00,Urban,Winter,Very Unhealthy
33807,2017,1,7,14,123.0,123.0,14.0,60.0,1800.0,15.0,1.7,1019.1,0.2,0.1,NE,1.2,Guanyuan,2017-01-07 14:00:00,Urban,Winter,Unhealthy
33808,2017,1,7,15,116.0,116.0,11.0,58.0,1700.0,11.0,1.9,1019.2,0.4,0.0,ENE,1.1,Guanyuan,2017-01-07 15:00:00,Urban,Winter,Unhealthy
33809,2017,1,7,16,100.0,100.0,11.0,53.0,1600.0,24.0,2.2,1019.3,0.9,0.1,ESE,1.4,Guanyuan,2017-01-07 16:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33810,2017,1,7,17,108.0,108.0,11.0,57.0,1600.0,24.0,2.1,1019.6,0.8,0.0,ESE,1.5,Guanyuan,2017-01-07 17:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33811,2017,1,7,18,116.0,116.0,9.0,74.0,1900.0,6.0,1.9,1019.8,0.6,0.1,E,1.1,Guanyuan,2017-01-07 18:00:00,Urban,Winter,Unhealthy
33812,2017,1,7,19,111.0,111.0,7.0,65.0,1800.0,13.0,1.8,1020.4,0.3,0.0,ENE,0.1,Guanyuan,2017-01-07 19:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33813,2017,1,7,20,111.0,111.0,8.0,77.0,1900.0,2.0,1.8,1020.3,0.5,0.0,E,0.9,Guanyuan,2017-01-07 20:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33814,2017,1,7,21,108.0,108.0,10.0,78.0,1900.0,2.0,1.6,1020.3,0.1,0.0,ESE,0.6,Guanyuan,2017-01-07 21:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33815,2017,1,7,22,106.0,116.0,14.0,80.0,1900.0,2.0,1.4,1020.4,-0.1,0.0,E,1.0,Guanyuan,2017-01-07 22:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33816,2017,1,7,23,155.0,155.0,12.0,96.0,3600.0,2.0,1.0,1020.1,-0.5,0.0,SW,0.0,Guanyuan,2017-01-07 23:00:00,Urban,Winter,Very Unhealthy
33817,2017,1,8,0,186.0,186.0,14.0,98.0,4600.0,2.0,2.6,1020.1,-4.6,0.0,WNW,1.7,Guanyuan,2017-01-08 00:00:00,Urban,Winter,Very Unhealthy
33818,2017,1,8,1,71.0,71.0,21.0,74.0,2200.0,2.0,2.8,1019.6,-8.0,0.0,NW,1.5,Guanyuan,2017-01-08 01:00:00,Urban,Winter,Moderate
33819,2017,1,8,2,58.0,58.0,15.0,48.0,100.0,16.0,2.6,1019.5,-9.0,0.0,NW,2.2,Guanyuan,2017-01-08 02:00:00,Urban,Winter,Moderate
33820,2017,1,8,3,26.0,26.0,10.0,25.0,400.0,44.0,2.1,1019.6,-9.5,0.0,NW,1.8,Guanyuan,2017-01-08 03:00:00,Urban,Winter,Good
33821,2017,1,8,4,17.0,17.0,8.0,26.0,400.0,45.0,1.6,1019.2,-10.6,0.0,NNW,2.3,Guanyuan,2017-01-08 04:00:00,Urban,Winter,Good
33822,2017,1,8,5,22.0,22.0,7.0,22.0,300.0,52.0,1.7,1018.9,-10.2,0.0,NNW,2.5,Guanyuan,2017-01-08 05:00:00,Urban,Winter,Good
33823,2017,1,8,6,22.0,22.0,6.0,24.0,300.0,53.0,1.5,1018.8,-10.4,0.0,NW,2.8,Guanyuan,2017-01-08 06:00:00,Urban,Winter,Good
33824,2017,1,8,7,18.0,18.0,7.0,28.0,300.0,48.0,1.6,1019.2,-10.3,0.0,NW,3.8,Guanyuan,2017-01-08 07:00:00,Urban,Winter,Good
33825,2017,1,8,8,18.0,18.0,9.0,41.0,300.0,32.0,1.5,1019.5,-10.4,0.0,NW,3.2,Guanyuan,2017-01-08 08:00:00,Urban,Winter,Good
33826,2017,1,8,9,28.0,28.0,10.0,43.0,400.0,33.0,1.9,1019.7,-10.6,0.0,NW,4.3,Guanyuan,2017-01-08 09:00:00,Urban,Winter,Good
33827,2017,1,8,10,19.0,19.0,12.0,42.0,500.0,38.0,2.8,1019.6,-10.1,0.0,NW,3.6,Guanyuan,2017-01-08 10:00:00,Urban,Winter,Good
33828,2017,1,8,11,33.0,33.0,11.0,35.0,500.0,51.0,3.8,1019.1,-10.3,0.0,NW,3.9,Guanyuan,2017-01-08 11:00:00,Urban,Winter,Good
33829,2017,1,8,12,31.0,31.0,9.0,30.0,400.0,63.0,5.0,1017.9,-10.0,0.0,NW,2.8,Guanyuan,2017-01-08 12:00:00,Urban,Winter,Good
33830,2017,1,8,13,21.0,21.0,7.0,26.0,300.0,72.0,6.1,1016.6,-9.8,0.0,NW,2.4,Guanyuan,2017-01-08 13:00:00,Urban,Winter,Good
33831,2017,1,8,14,8.0,8.0,7.0,28.0,300.0,75.0,7.2,1015.6,-10.1,0.0,NNW,2.3,Guanyuan,2017-01-08 14:00:00,Urban,Winter,Good
33832,2017,1,8,15,35.0,35.0,8.0,39.0,500.0,66.0,7.4,1015.6,-10.4,0.0,NW,3.3,Guanyuan,2017-01-08 15:00:00,Urban,Winter,Good
33833,2017,1,8,16,3.0,6.0,7.0,36.0,500.0,73.0,6.9,1015.9,-10.4,0.0,NNW,3.0,Guanyuan,2017-01-08 16:00:00,Urban,Winter,Good
33834,2017,1,8,17,12.0,12.0,6.0,46.0,500.0,58.0,5.9,1016.5,-10.4,0.0,NW,2.0,Guanyuan,2017-01-08 17:00:00,Urban,Winter,Good
33835,2017,1,8,18,18.0,18.0,6.0,40.0,300.0,62.0,5.7,1016.8,-10.6,0.0,NW,2.7,Guanyuan,2017-01-08 18:00:00,Urban,Winter,Good
33836,2017,1,8,19,23.0,23.0,6.0,42.0,400.0,56.0,5.4,1017.3,-11.3,0.0,NW,2.9,Guanyuan,2017-01-08 19:00:00,Urban,Winter,Good
33837,2017,1,8,20,14.0,14.0,5.0,39.0,300.0,57.0,4.9,1018.2,-10.8,0.0,NNW,2.6,Guanyuan,2017-01-08 20:00:00,Urban,Winter,Good
33838,2017,1,8,21,17.0,17.0,7.0,41.0,300.0,54.0,3.8,1018.7,-11.0,0.0,N,2.5,Guanyuan,2017-01-08 21:00:00,Urban,Winter,Good
33839,2017,1,8,22,8.0,8.0,6.0,38.0,300.0,56.0,3.5,1019.6,-11.7,0.0,NNW,2.5,Guanyuan,2017-01-08 22:00:00,Urban,Winter,Good
33840,2017,1,8,23,17.0,17.0,8.0,41.0,300.0,47.0,2.7,1020.7,-11.6,0.0,N,3.2,Guanyuan,2017-01-08 23:00:00,Urban,Winter,Good
33841,2017,1,9,0,14.0,14.0,6.0,38.0,300.0,46.0,2.4,1021.4,-12.7,0.0,NNW,4.3,Guanyuan,2017-01-09 00:00:00,Urban,Winter,Good
33842,2017,1,9,1,12.0,12.0,6.0,41.0,300.0,37.0,1.6,1021.7,-13.4,0.0,NNW,4.2,Guanyuan,2017-01-09 01:00:00,Urban,Winter,Good
33843,2017,1,9,2,13.0,13.0,5.0,35.0,200.0,44.0,1.2,1022.7,-13.0,0.0,NNW,3.2,Guanyuan,2017-01-09 02:00:00,Urban,Winter,Good
33844,2017,1,9,3,8.0,8.0,5.0,24.0,100.0,61.0,0.6,1023.4,-13.1,0.0,NNW,3.5,Guanyuan,2017-01-09 03:00:00,Urban,Winter,Good
33845,2017,1,9,4,11.0,11.0,3.0,14.0,100.0,74.0,0.0,1023.8,-13.3,0.0,NW,3.6,Guanyuan,2017-01-09 04:00:00,Urban,Winter,Good
33846,2017,1,9,5,9.0,9.0,3.0,14.0,100.0,74.0,-0.2,1024.1,-13.5,0.0,NW,3.4,Guanyuan,2017-01-09 05:00:00,Urban,Winter,Good
33847,2017,1,9,6,7.0,7.0,3.0,19.0,100.0,67.0,-0.5,1024.1,-13.8,0.0,NW,4.6,Guanyuan,2017-01-09 06:00:00,Urban,Winter,Good
33848,2017,1,9,7,9.0,9.0,3.0,30.0,200.0,51.0,-1.0,1024.7,-14.2,0.0,NW,1.8,Guanyuan,2017-01-09 07:00:00,Urban,Winter,Good
33849,2017,1,9,8,9.0,9.0,4.0,41.0,300.0,36.0,-1.175,1024.75,-14.4,0.0,NE,1.9,Guanyuan,2017-01-09 08:00:00,Urban,Winter,Good
33850,2017,1,9,9,12.0,12.0,5.0,40.0,400.0,35.0,-1.1,1025.0,-14.2,0.0,NE,3.9,Guanyuan,2017-01-09 09:00:00,Urban,Winter,Good
33851,2017,1,9,10,8.0,8.0,5.0,31.0,400.0,49.0,-0.225,1025.0,-14.4,0.0,NE,4.3,Guanyuan,2017-01-09 10:00:00,Urban,Winter,Good
33852,2017,1,9,11,14.0,14.0,5.0,28.0,300.0,58.0,0.575,1025.0,-14.4,0.0,NE,3.1,Guanyuan,2017-01-09 11:00:00,Urban,Winter,Good
33853,2017,1,9,12,9.0,9.0,4.0,32.0,300.0,60.0,1.575,1024.25,-14.2,0.0,NW,0.9,Guanyuan,2017-01-09 12:00:00,Urban,Winter,Good
33854,2017,1,9,13,18.0,18.0,4.0,37.0,300.0,59.0,2.85,1022.75,-14.3,0.0,SW,2.2,Guanyuan,2017-01-09 13:00:00,Urban,Winter,Good
33855,2017,1,9,14,15.0,20.0,6.0,40.0,300.0,60.0,3.7,1021.6,-14.0,0.0,SW,3.5,Guanyuan,2017-01-09 14:00:00,Urban,Winter,Good
33856,2017,1,9,15,15.0,20.0,8.0,37.0,500.0,60.0,3.9,1020.66666666667,-14.1,0.0,SW,3.4,Guanyuan,2017-01-09 15:00:00,Urban,Winter,Good
33857,2017,1,9,16,3.0,29.0,11.0,2.0,900.0,74.0,3.825,1020.0,-13.3,0.0,SW,3.7,Guanyuan,2017-01-09 16:00:00,Urban,Winter,Good
33858,2017,1,9,17,47.0,47.0,9.0,55.0,1100.0,415.0,2.7,1020.0,-12.2,0.0,SW,4.0,Guanyuan,2017-01-09 17:00:00,Urban,Winter,Moderate
33859,2017,1,9,18,47.0,63.0,8.0,37.0,1100.0,105.0,1.275,1020.0,-10.3,0.0,SW,2.7,Guanyuan,2017-01-09 18:00:00,Urban,Winter,Moderate
33860,2017,1,9,19,76.0,97.0,6.0,2.0,1300.0,105.0,0.275,1020.0,-9.7,0.0,SW,2.0,Guanyuan,2017-01-09 19:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33861,2017,1,9,20,106.0,158.0,8.0,72.0,1600.0,105.0,-0.375,1020.0,-9.5,0.0,SW,3.8,Guanyuan,2017-01-09 20:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33862,2017,1,9,21,131.0,159.0,3.0,75.0,1600.0,105.0,-0.35,1020.0,-7.9,0.0,SW,3.3,Guanyuan,2017-01-09 21:00:00,Urban,Winter,Unhealthy
33863,2017,1,9,22,142.0,167.0,3.0,84.0,1500.0,105.0,-0.425,1020.0,-7.3,0.0,SW,5.5,Guanyuan,2017-01-09 22:00:00,Urban,Winter,Unhealthy
33864,2017,1,9,23,103.0,103.0,3.0,70.0,1200.0,105.0,-0.525,1020.25,-7.1,0.0,NW,2.8,Guanyuan,2017-01-09 23:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33865,2017,1,10,0,20.0,42.0,2.0,16.0,100.0,105.0,-0.55,1021.0,-7.8,0.0,NW,1.9,Guanyuan,2017-01-10 00:00:00,Urban,Winter,Good
33866,2017,1,10,1,4.0,6.0,2.0,16.0,100.0,105.0,0.575,1021.75,-11.1,0.0,NW,4.8,Guanyuan,2017-01-10 01:00:00,Urban,Winter,Good
33867,2017,1,10,2,7.0,33.0,2.0,20.0,100.0,105.0,1.525,1022.75,-17.2,0.0,NE,2.9,Guanyuan,2017-01-10 02:00:00,Urban,Winter,Good
33868,2017,1,10,3,8.0,12.0,2.0,28.0,100.0,105.0,0.4,1023.75,-15.7,0.0,NW,4.8,Guanyuan,2017-01-10 03:00:00,Urban,Winter,Good
33869,2017,1,10,4,6.0,9.0,2.0,31.0,100.0,105.0,-0.875,1025.0,-16.7,0.0,NW,5.6,Guanyuan,2017-01-10 04:00:00,Urban,Winter,Good
33870,2017,1,10,5,6.0,6.0,2.0,37.0,100.0,105.0,-1.45,1025.0,-17.0,0.0,NW,4.1,Guanyuan,2017-01-10 05:00:00,Urban,Winter,Good
33871,2017,1,10,6,5.0,6.0,2.0,31.0,100.0,105.0,-1.475,1025.0,-17.5,0.0,NW,3.6,Guanyuan,2017-01-10 06:00:00,Urban,Winter,Good
33872,2017,1,10,7,6.0,6.0,2.0,36.0,100.0,105.0,-1.4125,1026.0,-17.3,0.0,NW,2.3,Guanyuan,2017-01-10 07:00:00,Urban,Winter,Good
33873,2017,1,10,8,8.0,8.0,2.0,53.0,100.0,105.0,-1.4125,1026.0,-17.3,0.0,NW,2.6,Guanyuan,2017-01-10 08:00:00,Urban,Winter,Good
33874,2017,1,10,9,5.0,6.0,2.0,38.0,100.0,105.0,-1.075,1027.5,-17.2,0.0,NW,2.4,Guanyuan,2017-01-10 09:00:00,Urban,Winter,Good
33875,2017,1,10,10,10.0,13.0,2.0,23.0,100.0,105.0,0.0666666666666667,1028.0,-17.8,0.0,NW,4.3,Guanyuan,2017-01-10 10:00:00,Urban,Winter,Good
33876,2017,1,10,11,12.0,25.0,2.0,18.0,100.0,105.0,0.95,1028.0,-19.0,0.0,NW,5.6,Guanyuan,2017-01-10 11:00:00,Urban,Winter,Good
33877,2017,1,10,12,10.0,10.0,2.0,17.0,100.0,105.0,2.2,1026.75,-19.4,0.0,NW,5.3,Guanyuan,2017-01-10 12:00:00,Urban,Winter,Good
33878,2017,1,10,13,6.0,11.0,2.0,18.0,100.0,105.0,2.825,1025.75,-19.5,0.0,NW,5.0,Guanyuan,2017-01-10 13:00:00,Urban,Winter,Good
33879,2017,1,10,14,8.0,21.0,2.0,20.0,100.0,105.0,3.85,1024.5,-19.7,0.0,NW,4.3,Guanyuan,2017-01-10 14:00:00,Urban,Winter,Good
33880,2017,1,10,15,5.0,9.0,2.0,20.0,100.0,105.0,4.48,1024.0,-20.7,0.0,W,2.0,Guanyuan,2017-01-10 15:00:00,Urban,Winter,Good
33881,2017,1,10,16,8.0,8.0,2.0,21.0,100.0,105.0,4.05,1024.0,-16.1,0.0,SW,3.4,Guanyuan,2017-01-10 16:00:00,Urban,Winter,Good
33882,2017,1,10,17,8.0,14.0,2.0,29.0,100.0,105.0,2.35,1025.0,-14.9,0.0,SW,2.7,Guanyuan,2017-01-10 17:00:00,Urban,Winter,Good
33883,2017,1,10,18,43.0,126.0,4.0,63.0,300.0,95.0,2.35,1025.0,-14.9,0.0,SW,2.0,Guanyuan,2017-01-10 18:00:00,Urban,Winter,Moderate
33884,2017,1,10,19,87.0,136.0,12.0,79.0,600.0,95.0,0.5,1026.0,-13.4,0.0,SW,1.7,Guanyuan,2017-01-10 19:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33885,2017,1,10,20,99.0,140.0,9.0,89.0,700.0,95.0,-0.075,1026.0,-12.6,0.0,SW,1.5,Guanyuan,2017-01-10 20:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33886,2017,1,10,21,97.0,137.0,9.0,92.0,700.0,95.0,-0.525,1026.0,-12.0,0.0,SW,0.6,Guanyuan,2017-01-10 21:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33887,2017,1,10,22,93.0,118.0,25.0,89.0,700.0,95.0,-1.425,1026.0,-11.8,0.0,SW,1.6,Guanyuan,2017-01-10 22:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33888,2017,1,10,23,94.0,136.0,53.0,92.0,900.0,95.0,-1.5,1026.0,-11.8,0.0,SW,1.9,Guanyuan,2017-01-10 23:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33889,2017,1,11,0,105.0,140.0,58.0,91.0,1100.0,95.0,-2.33333333333333,1026.0,-11.7,0.0,SW,1.3,Guanyuan,2017-01-11 00:00:00,Urban,Winter,Unhealthy for Sensitive Groups
33890,2017,1,11,1,106.0,125.0,55.0,86.0,1100.0,95.0,-3.625,1025.0,-11.8,0.0,SW,1.0,Guanyuan,2017-01-11 01:00:00,Urban,Winter,Unhealthy for Sensitive Groups
